sku,name,brand,category,color,price_usd,list_price_usd,special_price_usd,price_php_original,list_price_php_original,currency,seller,image_url,product_url
160DDSH48D4ECFGS,Pearl Quilted Ballerina,Happy2U,Women > Shoes > Heels > Mid Heels,Black,37.53,53.69,37.53,2299.0,3289.0,USD,Happy2U Official,https://dynamic.zacdn.com/poTC8pwrSiDynR5FtiKr8cgw_tE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/happy2u-7594-7433593-1.jpg,https://www.zalora.com.ph/p/happy2u-pearl-quilted-ballerina-black-3953347
A515DSHD95C8CBGS,Pearl Strap Mary Jane Shoes WW128-3,Twenty Eight Shoes,Women > Shoes > Flats,Silver,48.96,69.87,48.96,2999.0,4280.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/dJSLXSt1bpk0Baf6ITZ8Qs64pFA=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-7503-5338892-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-pearl-strap-mary-jane-shoes-ww128-3-silver-2988335
3F74BAA4537E26GS,Pearl stitch T-shirt,Desigual,Women > Clothing > Tops > T-Shirts,black,77.38,77.38,,4740.0,4740.0,USD,Desigual,https://dynamic.zacdn.com/nCuSRqQ5fqN_AtWNANtWOIOHzrA=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/desigual-0748-9649463-1.jpg,https://www.zalora.com.ph/p/desigual-pearl-stitch-t-shirt-black-3649469
70CF4SH83A8087GS,Pearl-Studded Horsebit Flats In Beige,London Rag,Women > Shoes > Sandals > Flat Sandals,Beige,37.37,49.61,37.37,2289.0,3039.0,USD,Rag United Works Ltd.,https://dynamic.zacdn.com/HipLAslCEoPQBpMPu2Y_nj7j2Cg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/london-rag-2516-3393073-1.jpg,https://www.zalora.com.ph/p/london-rag-pearl-studded-horsebit-flats-in-beige-beige-3703933
770F0SH83FA634GS,Peep-toe High Heel Sandals WTY-2013-4,Twenty Eight Shoes,Women > Shoes > Wedges > Wedge Sandals,blue,46.51,58.12,46.51,2849.0,3560.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/qjJ1N9skSOi2qGQNhQ51PrPG7HE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-8442-4156952-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-peep-toe-high-heel-sandals-wty-2013-4-blue-2596514
33CA3SHCE482C1GS,Pegasus 42 EasyOn Women's Road Running Shoes,Nike,Sports > Women's Sports > Footwear > Sneakers,White/Black/Light Magenta/Bleached Lilac,125.62,125.62,,7695.0,7695.0,USD,ZALORA,https://dynamic.zacdn.com/QpbM23qvAo1qqACL5diamyoNdOk=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nike-1633-9215434-1.jpg,https://www.zalora.com.ph/p/nike-pegasus-42-easyon-women-s-road-running-shoes-multi-4345129
260EESHC9BA049GS,Pegasus 42 Road Running Shoes,Nike,Sports > Women's Sports > Footwear,Hydrogen Blue/White/Mystic Navy/Aluminum,125.62,125.62,,7695.0,7695.0,USD,ZALORA,https://dynamic.zacdn.com/n-E9Id6avx66bzwuxlC3kc8jPA4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nike-3387-7215434-1.jpg,https://www.zalora.com.ph/p/nike-pegasus-42-road-running-shoes-multi-4345127
63BF4SHBC1253FGS,Pegasus Plus,Nike,Sports > Women's Sports > Footwear > Running Shoes,Platinum Tint/Black-Pure Platinum,161.54,161.54,,9895.0,9895.0,USD,ZALORA,https://dynamic.zacdn.com/S3Cq1ldB09PWhkR5xbVwFq8jFVE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nike-3320-7900314-1.jpg,https://www.zalora.com.ph/p/nike-pegasus-plus-black-4130097
BFA41SH03D681EGS,Pegasus Plus,Nike,Sports > Men's Sports > Footwear > Sneakers,Volt Ice/Black Spruce-Volt Tint,108.1,161.54,108.1,6622.0,9895.0,USD,ZALORA,https://dynamic.zacdn.com/r6nADx4gFmA8ukgIFXKT9Nr-kNo=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nike-3475-4572624-1.jpg,https://www.zalora.com.ph/p/nike-pegasus-plus-black-4262754
6C06FSH9D702A8GS,Penelopy T-Strap Wedges,ALDO,Women > Shoes > Wedges > Open Toes Wedges,Natural,81.54,81.54,,4995.0,4995.0,USD,ZALORA,https://dynamic.zacdn.com/JQHkyv_5ogHK-s6KclY_tvppx0Y=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-3697-7578163-1.jpg,https://www.zalora.com.ph/p/aldo-penelopy-t-strap-wedges-brown-3618757
9DCCDSHDF8B89EGS,Penelopy Wedge Sandals,ALDO,Women > Shoes > Wedges > Wedge Sandals,Black,70.12,70.12,,4295.0,4295.0,USD,Aldo Philippines,https://dynamic.zacdn.com/e323qoNzStVuSYzkX9VZy3TyE4Q=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-3954-4621763-1.jpg,https://www.zalora.com.ph/p/aldo-penelopy-wedge-sandals-black-3671264
561CBSH44BF8F5GS,Pensarn Heeled Shoes,ALDO,Women > Shoes > Heels > Low Heels,Black,60.4,86.44,60.4,3700.0,5295.0,USD,Aldo Philippines,https://dynamic.zacdn.com/aZhamnXK4Woktk5841BTH9sEV3Q=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-8490-7694324-1.jpg,https://www.zalora.com.ph/p/aldo-pensarn-heeled-shoes-black-4234967
FE50CSHCCC2810GS,Pensarn Heels,ALDO,Women > Shoes > Heels > Low Heels,Black,87.47,97.87,87.47,5358.0,5995.0,USD,ZALORA,https://dynamic.zacdn.com/uy6sEShPY9mXUPyssL_GnF0tx1E=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/aldo-6008-8861024-1.jpg,https://www.zalora.com.ph/p/aldo-pensarn-heels-black-4201688
B4AEESH0CF95C1GS,Perforated Ankle Boots,Soho,Women > Shoes > Boots > Heeled Boots,Black,96.24,118.34,96.24,5895.0,7249.0,USD,ZALORA,https://dynamic.zacdn.com/UaBa1CIxxRwYopnEsYM-Hiaeom0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/soho-8966-2686724-1.jpg,https://www.zalora.com.ph/p/soho-perforated-ankle-boots-black-4276862
5D824SHD798E5AGS,Perforated Mary Jane ballet pumps,H&M,Women > Shoes > Flats,Black Dark,29.22,29.22,,1790.0,1790.0,USD,H&M Global,https://dynamic.zacdn.com/2vpabXCfcbYGLC0s9H8HgApmQpA=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-7510-4324473-1.jpg,https://www.zalora.com.ph/p/hm-perforated-mary-jane-ballet-pumps-black-3744234
8E8E0AA1E5EA92GS,Performance Football Shirt Activewear for Men,Umbro,Sports > Men's Sports > Clothing > T-Shirts,Blue,26.1,26.1,,1599.0,1599.0,USD,SunStreet,https://dynamic.zacdn.com/VerTxl0QxXRCysH0IniNLMRjziQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/umbro-4766-0285263-1.jpg,https://www.zalora.com.ph/p/umbro-performance-football-shirt-activewear-for-men-blue-3625820
F42ACAA265CA02GS,Performance HD Tee,Harley Davidson,Men > Clothing > T-Shirts,Grey,69.3,69.3,,4245.0,4245.0,USD,Harley-Davidson,https://dynamic.zacdn.com/GxpYzswriLqfFk8ED5kttqjOts0=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/harley-davidson-5231-6389772-1.jpg,https://www.zalora.com.ph/p/harley-davidson-performance-hd-tee-grey-2779836
F7D59AAD6AEBCFGS,Perry Linen Tailored Pants,FORCAST,Women > Clothing > Pants & Leggings > Straight Leg Pants,Ivory,76.56,76.56,,4690.0,4690.0,USD,FORCAST,https://dynamic.zacdn.com/Qu-qOr3YcE2Aec2dP3nYdxanmzQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/forcast-8906-1510563-1.jpg,https://www.zalora.com.ph/p/forcast-perry-linen-tailored-pants-white-3650151
DD66DSH22D7DBFGS,Perry Slingback Women's Sandals,Hush Puppies,Women > Shoes > Heels > Open Toes,Black leather,71.83,71.83,,4400.0,4400.0,USD,Hush Puppies Philippines,https://dynamic.zacdn.com/ZXg1cutEagsoZSd0TTP3zu6Su78=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hush-puppies-0232-2909314-1.jpg,https://www.zalora.com.ph/p/hush-puppies-perry-slingback-women-s-sandals-black-4139092
D64AFAA344A16BGS,Peter Millar Women's Chrissie Zip-Sleeveless Performance Polo,Peter Millar,Sports > Women's Sports > Clothing > T-Shirts,peach,54.85,78.36,54.85,3360.0,4800.0,USD,ICON GOLF & SPORTS,https://dynamic.zacdn.com/uiPU-f3im17qk0EtXfKIENTyYYw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/peter-millar-0404-5675463-1.jpg,https://www.zalora.com.ph/p/peter-millar-peter-millar-women-s-chrissie-zip-sleeveless-performance-polo-orange-3645765
5A336AA8F0CBC9GS,Pf Macey Star Embroidery Jumper,French Connection,Women > Clothing > Hoodies & Sweatshirts,Camel,98.47,98.47,,6031.9,6031.9,USD,French Connection,https://dynamic.zacdn.com/hr2ZYOVK7P5sN0wmPs7dZA2K8KA=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/french-connection-5251-3708812-1.jpg,https://www.zalora.com.ph/p/french-connection-pf-macey-star-embroidery-jumper-brown-2188073
6B8D7SH1D90E88GS,Phade RN 3 Running Shoes,Under Armour,Sports > Women's Sports > Footwear > Running Shoes,Black/White,42.12,52.16,42.12,2580.0,3195.0,USD,ZALORA,https://dynamic.zacdn.com/BtfPT3FLVbj80xZRqXwY5griu1o=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-6730-2065714-1.jpg,https://www.zalora.com.ph/p/under-armour-phade-rn-3-running-shoes-4175602
EDA3BSHA52EFD6GS,Phade RN 3 Women's Running Shoes,Under Armour,Sports > Women's Sports > Footwear > Running Shoes,Black,52.16,52.16,,3195.0,3195.0,USD,ZALORA,https://dynamic.zacdn.com/qNEaPmlwuCtlkMCuffWIRMkfX7Y=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-9469-9725714-1.jpg,https://www.zalora.com.ph/p/under-armour-phade-rn-3-women-s-running-shoes-4175279
A6795SHDD08437GS,Phantom 4 Chrome Shoes,Under Armour,Sports > Women's Sports > Footwear > Sneakers,Blue Calm/White/Metallic Blue Calm,146.84,146.84,,8995.0,8995.0,USD,ZALORA,https://dynamic.zacdn.com/cwhlI1e1TcWSwl4wI9IloKBZmRg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-2468-8972783-1.jpg,https://www.zalora.com.ph/p/under-armour-phantom-4-chrome-shoes-blue-3872798
C64E7SHD92B5C8GS,Phantom 4 Chrome Shoes,Under Armour,Sports > Women's Sports > Footwear > Sneakers,Timberwolf Taupe/White Clay/Black,89.79,146.84,89.79,5500.0,8995.0,USD,ZALORA,https://dynamic.zacdn.com/QlGx-Pd0fCOQgnxrAVg3gNVJrwY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-2509-8372783-1.jpg,https://www.zalora.com.ph/p/under-armour-phantom-4-chrome-shoes-brown-3872738
FFEFDSH7945814GS,Phantom Run 2 Road Running Shoes,Nike,Sports > Women's Sports > Footwear > Sneakers,Black/White,126.14,126.14,,7727.0,7727.0,USD,ZALORA,https://dynamic.zacdn.com/nyBVYmHWFHApxdFtqO10Asa2568=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/nike-3782-5165604-1.jpg,https://www.zalora.com.ph/p/nike-phantom-run-2-road-running-shoes-multi-4065615
0C0E4SH38917B3GS,Phantom X Men's Shoes,Under Armour,Sports > Men's Sports > Footwear > Sneakers,Ultimate Black/Ultimate Black/Ultimate Black,146.84,146.84,,8995.0,8995.0,USD,ZALORA,https://dynamic.zacdn.com/csLyaJHmQFWUnmYFnj1TF-1mHIY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-8521-9286714-1.jpg,https://www.zalora.com.ph/p/under-armour-phantom-x-men-s-shoes-black-4176829
A72F6AA2C9BE71GS,Picnic Basket Knit Crop,Peppermayo,Women > Clothing > Tops,Pink,46.67,46.67,,2859.0,2859.0,USD,Peppermayo,https://dynamic.zacdn.com/NOztiSrhbjdT2OU0dJInSc38ybQ=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/peppermayo-9226-2737932-1.jpg,https://www.zalora.com.ph/p/peppermayo-picnic-basket-knit-crop-pink-2397372
DEFE1AAC81E7E7GS,Pink Floral Drawstring  Tiered Jumpsuit,Indya,Women > Clothing > Playsuits & Jumpsuits,Pink,60.96,60.96,,3734.0,3734.0,USD,High Street Essentials,https://dynamic.zacdn.com/DkB-IbShpsLFFjLabJDXce-o6Bo=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/indya-1736-6139562-1.jpg,https://www.zalora.com.ph/p/indya-pink-floral-drawstring-tiered-jumpsuit-pink-2659316
BE569AAC6BFB5FGS,Pink Leopard Print Knit Cardigan,iROO,Women > Clothing > Jackets & Coats,multi,89.98,89.98,,5512.0,5512.0,USD,iROO Official,https://dynamic.zacdn.com/Lvpk6Dd1dC13R6lQvL9HkjC9e3E=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/iroo-6281-2734613-1.jpg,https://www.zalora.com.ph/p/iroo-pink-leopard-print-knit-cardigan-multi-3164372
35B22AAA1DB999GS,Pink Marbles Running T-shirt,Wattsup,Women > Clothing > Tops > T-Shirts,Bright Pink,57.09,57.09,,3497.0,3497.0,USD,Wattsuphk,https://dynamic.zacdn.com/yyXWRAVlKkXy_R6DKNIrBBGSR7Y=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/wattsup-2214-7439473-1.jpg,https://www.zalora.com.ph/p/wattsup-pink-marbles-running-t-shirt-pink-3749347
85559AA11CDF0AGS,Pink Tee With Front Graphic,iROO,Women > Clothing > Tops,pink,57.46,57.46,,3520.0,3520.0,USD,iROO Official,https://dynamic.zacdn.com/pSZC8oX7fKro72g-TB3BiLluxWs=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/iroo-2445-0995523-1.jpg,https://www.zalora.com.ph/p/iroo-pink-tee-with-front-graphic-pink-3255990
C9D32SH071FA08GS,Pink The Ivy Sneakers,Carlo Rino,Women > Shoes > Sneakers,Pink,42.76,85.53,42.76,2619.5,5239.0,USD,Carlo Rino Official,https://dynamic.zacdn.com/rcwf8hS63AEbYNTlaCGZk4QrgPs=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/carlo-rino-6895-5771904-1.jpg,https://www.zalora.com.ph/p/carlo-rino-pink-the-ivy-sneakers-pink-4091775
11DD8AA5B270B5GS,Pink Vest With Front Pleated Ruffle Detail,iROO,Women > Clothing > Tops,pink,105.56,105.56,,6466.0,6466.0,USD,iROO Official,https://dynamic.zacdn.com/bJlS_ZETayMbNNpG2w1usf_ornk=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/iroo-6324-1544613-1.jpg,https://www.zalora.com.ph/p/iroo-pink-vest-with-front-pleated-ruffle-detail-pink-3164451
D08D8AAB89D5ECGS,Pip Linen Blended Shirt,FORCAST,Women > Clothing > Tops > Shirts,Black & Beige,63.5,63.5,,3890.0,3890.0,USD,FORCAST,https://dynamic.zacdn.com/_PjCa4NQcLj_WeEp5JL3RCcC73o=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/forcast-8907-6610563-1.jpg,https://www.zalora.com.ph/p/forcast-pip-linen-blended-shirt-black-multi-3650166
F9A41AA40FADAAGS,Piping-detail track pants,H&M,Women > Clothing > Pants & Leggings,Black Dark,24.32,24.32,,1490.0,1490.0,USD,H&M Global,https://dynamic.zacdn.com/2a0-XB1O9x61AXc9G_AWYTX3mtI=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-3271-9238113-1.jpg,https://www.zalora.com.ph/p/hm-piping-detail-track-pants-black-3118329
00A9FSHD94420FGS,Pippa Heel Women's Dress Casual Shoes,Hush Puppies,Women > Shoes > Heels > High Heels,Blush Leather,88.16,88.16,,5400.0,5400.0,USD,Hush Puppies Philippines,https://dynamic.zacdn.com/G4q36VTbS4_B7DzoqdLI9iLfcg4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hush-puppies-0234-1909314-1.jpg,https://www.zalora.com.ph/p/hush-puppies-pippa-heel-women-s-dress-casual-shoes-beige-4139091
09CFDAA37AD318GS,Pituitary Sensation Over Knee Coat YX9968,Twenty Eight Shoes,Women > Clothing > Jackets & Coats > Coats,Beige,80.79,115.42,80.79,4949.0,7070.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/aVrSeViqM4_kEfOk_xN9LAvwRYY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-0508-4092852-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-pituitary-sensation-over-knee-coat-yx9968-beige-2582904
B840DSHEDDDF90GS,Pizo,Diadora,Sports > Men's Sports > Footwear > Sneakers,Grey Black,29.63,29.63,,1815.0,1815.0,USD,ZALORA,https://dynamic.zacdn.com/XQL1KtO8m3_gtIUBDt4VKFLiJrE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/diadora-4690-1540014-1.jpg,https://www.zalora.com.ph/p/diadora-pizo-navy-4100451
A4AD3SHC719AA9GS,Pizora,Diadora,Sports > Men's Sports > Footwear > Sneakers,Beige,29.96,29.96,,1835.0,1835.0,USD,ZALORA,https://dynamic.zacdn.com/o1HnJaffNFcw88e2oInp2Crz1Kw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/diadora-7114-5471804-1.jpg,https://www.zalora.com.ph/p/diadora-pizora-beige-4081745
C024DAAD89EF19GS,Plaid Jacket,KOTON,Women > Clothing > Jackets & Coats,Navy Blue,20.13,50.59,20.13,1233.0,3099.0,USD,ZALORA,https://dynamic.zacdn.com/nGRFTORbUvmmxj_WhJq5p-mMhrg=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/koton-6603-7577043-1.jpg,https://www.zalora.com.ph/p/koton-plaid-jacket-navy-3407757
FA499SH63YNOPH,Plastic Zip Up Hi Heels Shoe Cover,Fashion by Latest Gadget,Women > Shoes > Shoes Accessories,Blue,13.22,30.85,13.22,810.0,1890.0,USD,Fashion by Latest Gadget,https://dynamic.zacdn.com/b7cphys6qPQYQyEs0nTA34b81YY=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/fashion-by-latest-gadget-1824-637136-1.jpg,https://www.zalora.com.ph/p/fashion-by-latest-gadget-plastic-zip-up-hi-heels-shoe-cover-blue-631736
04C13SH59FE6D9GS,Platform Embroidered Canvas Espadrilles HB6105,Twenty Eight Shoes,Women > Shoes > Flats > Espadrilles,Beige,70.55,88.19,70.55,4321.6,5402.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/8U8Q5DWE90EDLvTCNbuyw4GXN44=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-3557-1300414-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-platform-embroidered-canvas-espadrilles-hb6105-beige-4140031
D200FSH97726EAGS,Platform Leather Martin Boots MZ85770,Twenty Eight Shoes,Women > Shoes > Boots,Black,73.79,85.54,73.79,4520.0,5240.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/J0r_naZMtmZ50UVkFRUVLXnZdKw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-3019-3934852-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-platform-leather-martin-boots-mz85770-black-2584393
6268DSH17A8E83GS,Platform Split Leather Sneakers RX2516,Twenty Eight Shoes,Women > Shoes > Sneakers,White,75.39,88.19,75.39,4618.0,5402.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/Nf8YVr8fhzoy7WGAIJGMxnuh_JE=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-0392-8559114-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-platform-split-leather-sneakers-rx2516-white-4119558
BB297SHBA56AC8GS,Platform Transparent Strap Crystal Heel Sandals WW808-10,Twenty Eight Shoes,Women > Shoes > Heels > High Heels,Beige,46.84,77.94,46.84,2869.0,4774.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/HigmTRBEXYHkIsfmdgt2j40T3vM=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-6401-8891283-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-platform-transparent-strap-crystal-heel-sandals-ww808-10-beige-3821988
3DDBCAA7F3CEE3GS,Playoff 3.0 Polo Shirt,Under Armour,Men > Clothing > Polos,Black/White/Black,53.27,61.95,53.27,3263.0,3795.0,USD,ZALORA,https://dynamic.zacdn.com/LyaGjUQvcGHj7kwsakSm3sOfiME=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-8012-7840003-1.jpg,https://www.zalora.com.ph/p/under-armour-playoff-3-0-polo-shirt-black-3000487
A66DFAA7D14269GS,Playoff 3.0 Polo Shirt,Under Armour,Sports > Men's Sports > Footwear,Black/Castlerock,56.97,61.95,56.97,3490.0,3795.0,USD,ZALORA,https://dynamic.zacdn.com/9c1Jtx_NbXkcNv5DIkTMy7wiib4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-6943-2357363-1.jpg,https://www.zalora.com.ph/p/under-armour-playoff-3-0-polo-shirt-black-3637532
7C1B2AAB1EDE93GS,Playoff Heather Polo Shirt,Under Armour,Sports > Men's Sports > Footwear,Mod Gray/Pitch Gray,53.63,61.95,53.63,3285.0,3795.0,USD,ZALORA,https://dynamic.zacdn.com/6EG2_DSzClOarSO5JfaeAti_ll8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/under-armour-8252-0457363-1.jpg,https://www.zalora.com.ph/p/under-armour-playoff-heather-polo-shirt-grey-3637540
697E0AA258D3DFGS,Pleated A-line Dress YX3210,Twenty Eight Shoes,Women > Clothing > Dresses,Black,45.69,65.22,45.69,2799.0,3995.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/lsEA1HM_KT8zcGdJdZZGzOgs4l8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-7044-0451513-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-pleated-a-line-dress-yx3210-black-3151540
3E908AACA02F10GS,Pleated Back Shirt,Happiness Istanbul,Women > Clothing > Tops > Shirts,Cream,10.33,21.21,10.33,633.0,1299.0,USD,ZALORA,https://dynamic.zacdn.com/e57jU2xVJL6fT6ywjdB0pMF8Tg4=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/happiness-istanbul-7005-5306743-1.jpg,https://www.zalora.com.ph/p/happiness-istanbul-pleated-back-shirt-beige-3476035
79860AA9B73FD1GS,Pleated Dress,Electro Denim Lab,Women > Clothing > Dresses,Sea Green,19.57,22.45,19.57,1199.0,1375.0,USD,Electro Denim Lab,https://dynamic.zacdn.com/HoKJdxGR72jnRnfgSonzFDLF_Ig=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/electro-denim-lab-5962-5797143-1.jpg,https://www.zalora.com.ph/p/electro-denim-lab-pleated-dress-green-3417975
65496AA5709617GS,Pleated Printed Sleeveless Shirt,Jnby,Women > Clothing > Tops > Shirts,Red and Black Combination,159.66,159.66,,9780.0,9780.0,USD,JNBY Official Store,https://dynamic.zacdn.com/OYc9moYr4PgeReStzcsoCJY5M2I=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/jnby-7283-7170273-1.jpg,https://www.zalora.com.ph/p/jnby-pleated-printed-sleeveless-shirt-red-3720717
9CEBFSH8AA7099GS,Pleated Strap Flyknit Slip-Ons ALM888-2,Twenty Eight Shoes,Women > Shoes > Slip-Ons,Black,45.69,60.83,45.69,2799.0,3726.0,USD,TWENTY EIGHT SHOES LTD,https://dynamic.zacdn.com/zQTQkNppv7yioTegef5x-9wVrv8=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/twenty-eight-shoes-2526-6338053-1.jpg,https://www.zalora.com.ph/p/twenty-eight-shoes-pleated-strap-flyknit-slip-ons-alm888-2-black-3508336
F1F52AAB541F52GS,Pleated Wrap Mini Skirt,& Other Stories,Women > Clothing > Skirts > Mini Skirts,Black,40.77,81.54,40.77,2497.5,4995.0,USD,ZALORA,https://dynamic.zacdn.com/CSQPyKqpylwufYGIBXo2O-VGAbc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/other-stories-8858-3639663-1.jpg,https://www.zalora.com.ph/p/other-stories-pleated-wrap-mini-skirt-black-3669363
6D658AACFA8CF4GS,Pleated one-shoulder dress,H&M,Women > Clothing > Dresses,Orange Dusty Light,39.02,56.97,39.02,2390.0,3490.0,USD,H&M Global,https://dynamic.zacdn.com/ztJ1HYuw4556ezEE7Z3j2ikczHw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/hm-2739-7265573-1.jpg,https://www.zalora.com.ph/p/hm-pleated-one-shoulder-dress-orange-3755627
E5451AA1581FBEGS,Plus Size Button Mini Skirt,Trendyol,Women > Clothing > Skirts > Midi Skirts,Black,15.82,32.47,15.82,969.0,1989.0,USD,ZALORA,https://dynamic.zacdn.com/f0SU2IhsPRcn39MSh-XIdceClsw=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-6072-4598133-1.jpg,https://www.zalora.com.ph/p/trendyol-plus-size-button-mini-skirt-black-3318954
AC4F8AABB76709GS,Plus Size Graphic T-Shirt,Trendyol,Women > Clothing > Tops > T-Shirts,Anthracite,14.55,18.76,14.55,891.0,1149.0,USD,ZALORA,https://dynamic.zacdn.com/oLDe6Cim36d2-W7VZsLGMzkdb6o=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-7322-1815913-1.jpg,https://www.zalora.com.ph/p/trendyol-plus-size-graphic-t-shirt-grey-3195181
90495AAEADEA7AGS,Plus Size High Waist Skort,Trendyol,Women > Clothing > Shorts > Casual Shorts,Black,19.12,33.45,19.12,1171.0,2049.0,USD,ZALORA,https://dynamic.zacdn.com/XZ0hNP7QQ-7vwBkgWOq1xrORA6k=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-7754-6810533-1.jpg,https://www.zalora.com.ph/p/trendyol-plus-size-high-waist-skort-black-3350186
6A94EAACFE9CEFGS,Plus Size High Waist Utility Skort,Trendyol,Women > Clothing > Skirts > Mini Skirts,Black,56.47,102.01,56.47,3459.0,6249.0,USD,ZALORA,https://dynamic.zacdn.com/nBLP_5gRLPFutSqPV2Orb69sI3U=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-9615-2375863-1.jpg,https://www.zalora.com.ph/p/trendyol-plus-size-high-waist-utility-skort-black-3685732
B55C4AA0AA59E3GS,Plus Size High Waist Wide-Cut Jeans,Trendyol,Women > Clothing > Jeans,Indigo,27.39,51.57,27.39,1678.0,3159.0,USD,ZALORA,https://dynamic.zacdn.com/l11MEZ30bVKXomAISkpmD8GlrIc=/filters:quality(70):format(webp)/https://static-ph.zacdn.com/p/trendyol-9617-8555863-1.jpg,https://www.zalora.com.ph/p/trendyol-plus-size-high-waist-wide-cut-jeans-blue-3685558
