name,brand,category,price_usd,list_price_usd,product_url
Loose Fit Cargo trousers,H&M,Men > Clothing > Pants,17.79,43.91,https://www.zalora.com.ph/p/hm-loose-fit-cargo-trousers-purple-2925093
Loose Fit Poplin shirt,H&M,Men > Clothing > Shirts,21.06,32.49,https://www.zalora.com.ph/p/hm-loose-fit-poplin-shirt-beige-3762561
Loose Fit Resort shirt,H&M,Men > Clothing > Shirts,19.43,24.32,https://www.zalora.com.ph/p/hm-loose-fit-resort-shirt-black-3690115
Loose Fit Straight Long Waist Skirt,Jnby,Women > Clothing > Dresses,172.72,172.72,https://www.zalora.com.ph/p/jnby-loose-fit-straight-long-waist-skirt-green-3756718
Loose Fit Straight-leg Jeans AC-CK005,Twenty Eight Shoes,Men > Clothing > Pants,40.47,47.82,https://www.zalora.com.ph/p/twenty-eight-shoes-loose-fit-straight-leg-jeans-ac-ck005-black-3237966
Loose Mid-Length Suit,Jnby,Women > Clothing > Blazers,382.49,382.49,https://www.zalora.com.ph/p/jnby-loose-mid-length-suit-black-3717023
Loose Tailored Shorts,Electro Denim Lab,Men > Clothing > Shorts,15.26,15.26,https://www.zalora.com.ph/p/electro-denim-lab-loose-tailored-shorts-blue-3319525
Loose long sleeve short windbreaker,Jnby,Women > Clothing > Jackets & Coats > Trench Coats,382.49,382.49,https://www.zalora.com.ph/p/jnby-loose-long-sleeve-short-windbreaker-white-3717222
Loose-fit denim shirt,H&M,Women > Clothing > Tops > Blouses,21.06,29.22,https://www.zalora.com.ph/p/hm-loose-fit-denim-shirt-blue-3632219
Loose-fit shirt,H&M,Women > Clothing > Tops > Blouses,16.16,37.38,https://www.zalora.com.ph/p/hm-loose-fit-shirt-blue-3159722
Loose Long Sleeve Jacket,Jnby,Women > Clothing > Knitwear & Cardigans,251.41,251.41,https://www.zalora.com.ph/p/jnby-loose-long-sleeve-jacket-black-3671056
Loose Long Sleeve Shirt,Jnby,Women > Clothing > Tops > Shirts,303.81,303.81,https://www.zalora.com.ph/p/jnby-loose-long-sleeve-shirt-white-3671008
Los Angeles Lakers Crop Top for Women Box Fit Core Collection Cropped T-Shirt,NBA,Sports > Women's Sports > Clothing,10.0,13.27,https://www.zalora.com.ph/p/nba-los-angeles-lakers-crop-top-for-women-box-fit-core-collection-cropped-t-shirt-beige-3692632
Los Angeles Lakers Crop Top for Women Boxy Urban Jungle Collection Cropped T-Shirt,NBA,Sports > Women's Sports > Clothing,10.0,17.93,https://www.zalora.com.ph/p/nba-los-angeles-lakers-crop-top-for-women-boxy-urban-jungle-collection-cropped-t-shirt-black-brown-3772250
Los Angeles Lakers Pullover Hoodie for Men Core Collection,NBA,Men > Clothing > Hoodies & Sweatshirts > Hoodies,24.47,40.73,https://www.zalora.com.ph/p/nba-los-angeles-lakers-pullover-hoodie-for-men-core-collection-black-3766639
Lota Slip On Sandals,ALDO,Women > Shoes > Sandals > Flat Sandals,81.54,81.54,https://www.zalora.com.ph/p/aldo-lota-slip-on-sandals-gold-3432451
Lotus Activewear Ava Washed Shorts,Lotus Activewear,Sports > Women's Sports > Clothing > Shorts,16.24,16.24,https://www.zalora.com.ph/p/lotus-activewear-lotus-activewear-ava-washed-shorts-blue-2333594
Lotus Activewear Esme Collection :Esme Tennis Dress,Lotus Activewear,Sports > Women's Sports > Women's Sports,32.57,32.57,https://www.zalora.com.ph/p/lotus-activewear-lotus-activewear-esme-collection-esme-tennis-dress-yellow-3381467
Louisa Puff Sleeve Blouse,FORCAST,Women > Clothing > Tops > Blouses,24.41,48.81,https://www.zalora.com.ph/p/forcast-louisa-puff-sleeve-blouse-green-2337358
Louise Open Sleeve Maxi Dress,FORCAST,Women > Clothing > Dresses > Work Dresses,52.16,104.32,https://www.zalora.com.ph/p/forcast-louise-open-sleeve-maxi-dress-black-2978741
Love Print Relaxed Short Sleeve Stylish White Cotton Casual Graphic Print Tee/TShirt,QuirkyT,Sports > Women's Sports > Clothing > T-Shirts,29.45,65.43,https://www.zalora.com.ph/p/quirkyt-love-print-relaxed-short-sleeve-stylish-white-cotton-casual-graphic-print-tee-tshirt-white-3283998
Lucan Tapered Pants,BADOMODA,Women > Clothing > Pants & Leggings > Straight Leg Pants,14.53,19.51,https://www.zalora.com.ph/p/badomoda-lucan-tapered-pants-black-3270117
Lucille Highwaist Belted Pants,FORCAST,Women > Clothing > Pants & Leggings > Straight Leg Pants,31.75,63.5,https://www.zalora.com.ph/p/forcast-lucille-highwaist-belted-pants-2760947
Lulu Resin-Buckle Leather Back-Strap Sandals,FITFLOP,Women > Shoes > Sandals,117.46,117.46,https://www.zalora.com.ph/p/fitflop-lulu-resin-buckle-leather-back-strap-sandals-black-4249592
Lulu Resin-Buckle Leather Cross Slides,FITFLOP,Women > Shoes > Flip-Flops,107.66,107.66,https://www.zalora.com.ph/p/fitflop-lulu-resin-buckle-leather-cross-slides-brown-4249601
Lulu Women Crystal-buckle Leather Toe-post Sandals,FITFLOP,Women > Shoes > Sandals > Flat Sandals,105.71,117.46,https://www.zalora.com.ph/p/fitflop-lulu-women-crystal-buckle-leather-toe-post-sandals-black-4064854
Lumen Slippers Green,THE LOUNGE EDIT,Women > Shoes > Sandals > Espadrilles,41.71,41.71,https://www.zalora.com.ph/p/the-lounge-edit-lumen-slippers-green-green-2773715
Luminous Quick-Dried Sports Shorts A081013BK,Sunnydaysweety,Sports > Women's Sports > Clothing > Shorts,46.36,46.36,https://www.zalora.com.ph/p/sunnydaysweety-luminous-quick-dried-sports-shorts-a081013bk-black-1905159
Luna Sandals,Havaianas,Women > Shoes > Flip-Flops,22.84,22.84,https://www.zalora.com.ph/p/havaianas-luna-sandals-green-3895872
Lurex Elastic Maxi Skirt,Bianco Lucci,Women > Clothing > Skirts > Maxi Skirts,15.0,15.0,https://www.zalora.com.ph/p/bianco-lucci-lurex-elastic-maxi-skirt-black-3526434
Lusina Comfy Sandals,My Ballerine,Women > Shoes > Flats,71.98,97.44,https://www.zalora.com.ph/p/my-ballerine-lusina-comfy-sandals-beige-4147541
Lydia Floral,Sunday Staples,Women > Shoes > Flats,45.38,45.38,https://www.zalora.com.ph/p/sunday-staples-lydia-floral-brown-4314902
Lydiia Ankle Boots,Call It Spring,Women > Shoes > Boots > Heeled Boots,79.91,79.91,https://www.zalora.com.ph/p/call-it-spring-lydiia-ankle-boots-brown-3489327
Lyocell High Waist Pants,Trendyol,Women > Clothing > Pants & Leggings > Straight Leg Pants,51.21,60.06,https://www.zalora.com.ph/p/trendyol-lyocell-high-waist-pants-beige-3642140
M. Christian Lacroix stripe pants,Desigual,Women > Clothing > Pants & Leggings,148.39,148.39,https://www.zalora.com.ph/p/desigual-m-christian-lacroix-stripe-pants-black-3649382
MAMA Seamless leggings,H&M,Women > Clothing > Pants & Leggings,14.68,16.31,https://www.zalora.com.ph/p/hm-mama-seamless-leggings-black-2770464
MELISSA COZY SLIDE M LOVER AD,Melissa,Women > Shoes > Sandals > Flat Sandals,65.22,65.22,https://www.zalora.com.ph/p/melissa-melissa-cozy-slide-m-lover-ad-beige-4193385
MENS BLUEBELL F BOMB PARACHUTE OVERLAY SWEAT,Weekend Offender,Men > Clothing > Hoodies & Sweatshirts > Sweatshirts,84.59,84.59,https://www.zalora.com.ph/p/weekend-offender-mens-bluebell-f-bomb-parachute-overlay-sweat-blue-3567265
MENS CAMPANIA CHECK STATEMENT CHECK WINDBREAKER,Weekend Offender,Men > Clothing > Jackets & Coats > Light Jackets,154.79,154.79,https://www.zalora.com.ph/p/weekend-offender-mens-campania-check-statement-check-windbreaker-multi-3565586
MENS CANDY CANNON BEACH BADGE TEE,Weekend Offender,Men > Clothing > T-Shirts > Plain,37.8,37.8,https://www.zalora.com.ph/p/weekend-offender-mens-candy-cannon-beach-badge-tee-pink-3567229
MENS CASTLE GREEN COMPTON UTILITY OVERTOP,Weekend Offender,Men > Clothing > Hoodies & Sweatshirts > Hoodies,109.19,109.19,https://www.zalora.com.ph/p/weekend-offender-mens-castle-green-compton-utility-overtop-green-3565616
MENS DEEP CHAMPAGNE CANEIROS BADGE POLO,Weekend Offender,Men > Clothing > Polos,52.2,52.2,https://www.zalora.com.ph/p/weekend-offender-mens-deep-champagne-caneiros-badge-polo-pink-3567227
MENS OCEAN WAVE SHIBUYA PARACHUTE APPLIQÉ SMILEY TEE,Weekend Offender,Men > Clothing > T-Shirts > Plain,52.2,52.2,https://www.zalora.com.ph/p/weekend-offender-mens-ocean-wave-shibuya-parachute-appliqe-smiley-tee-blue-3565609
MENS SAPLING SAHARUN LIGHTWEIGHT QUILTED GILET,Weekend Offender,Men > Clothing > Jackets & Coats > Light Jackets,103.19,103.19,https://www.zalora.com.ph/p/weekend-offender-mens-sapling-saharun-lightweight-quilted-gilet-green-3567200
MENS WHITE/BLACK STINIVA CONTRAST PARACHUTE POCKET TEE,Weekend Offender,Men > Clothing > T-Shirts > Plain,52.2,52.2,https://www.zalora.com.ph/p/weekend-offender-mens-white-black-stiniva-contrast-parachute-pocket-tee-white-3565585
MENS ZINC FERRER BADGE SWEAT,Weekend Offender,Men > Clothing > Hoodies & Sweatshirts > Sweatshirts,80.39,80.39,https://www.zalora.com.ph/p/weekend-offender-mens-zinc-ferrer-badge-sweat-grey-3567282
MESH PLEATED SLINGBACK HEEL WITH RIBBON DETAIL,Nose,Women > Shoes > Heels > Pumps,52.22,63.65,https://www.zalora.com.ph/p/nose-mesh-pleated-slingback-heel-with-ribbon-detail-grey-4218893
MESH PLEATED UPPER CLOUDFOAM HEEL SLIDE,Nose,Women > Shoes > Heels > Mid Heels,52.22,63.65,https://www.zalora.com.ph/p/nose-mesh-pleated-upper-cloudfoam-heel-slide-red-4283371
MODEST Bow Neck Dress,Trendyol,Women > Clothing > Dresses > Maxi Dresses,132.05,132.05,https://www.zalora.com.ph/p/trendyol-modest-bow-neck-dress-red-3642103
MTE UltraRange Neo VR3 Sneakers,VANS,Women > Shoes > Sneakers,147.33,147.33,https://www.zalora.com.ph/p/vans-mte-ultrarange-neo-vr3-sneakers-brown-4366692
Mach 7 Women's Running - Frost/Neon Yuzu,HOKA,Women > Sports > Footwear > Running Shoes,124.0,155.01,https://www.zalora.com.ph/p/hoka-mach-7-women-s-running-frost-neon-yuzu-yellow-4221502
Madaline Sandals,ALDO,Women > Shoes > Sandals > Flat Sandals,39.16,86.44,https://www.zalora.com.ph/p/aldo-madaline-sandals-gold-4201711
Madeleine Comfy Heels,My Ballerine,Women > Shoes > Heels,81.45,110.18,https://www.zalora.com.ph/p/my-ballerine-madeleine-comfy-heels-beige-4140162
Maggie Skater Waist Opening Pieced Skirt Square Neck Crepe Knitted Mini Dress,GRIMELANGE,Women > Clothing > Dresses > Summer Dresses,10.48,27.9,https://www.zalora.com.ph/p/grimelange-maggie-skater-waist-opening-pieced-skirt-square-neck-crepe-knitted-mini-dress-black-3532424
Mailee Bow Detailed Blouse,BADOMODA,Women > Clothing > Tops > Blouses,21.14,21.14,https://www.zalora.com.ph/p/badomoda-mailee-bow-detailed-blouse-green-3600027
"Male Essential 16"" Watershort",Speedo,Sports > Men's Sports > Clothing > Swimwear & Beachwear,27.56,27.56,https://www.zalora.com.ph/p/speedo-male-essential-16-watershort-red-2929024
Man Gym Shorts,Terranova,Men > Clothing > Shorts > Sport,22.84,22.84,https://www.zalora.com.ph/p/terranova-man-gym-shorts-blue-3722148
Man Long Pants,Terranova,Men > Clothing > Pants > Skinny Fit,34.27,34.27,https://www.zalora.com.ph/p/terranova-man-long-pants-beige-3717807
Man Long Pants Jeans,Terranova,Men > Clothing > Jeans > Regular,22.84,22.84,https://www.zalora.com.ph/p/terranova-man-long-pants-jeans-white-3750566
Man Short-Sleeved Polo Shirt,Terranova,Men > Clothing > Polos,14.68,14.68,https://www.zalora.com.ph/p/terranova-man-short-sleeved-polo-shirt-grey-3714158
Man Short-Sleeved T-Shirt,Terranova,Men > Clothing > T-Shirts > Short Sleeves,11.41,11.41,https://www.zalora.com.ph/p/terranova-man-short-sleeved-t-shirt-navy-3714145
Man Short-Sleeved T-Shirt,Terranova,Men > Clothing > T-Shirts > Short Sleeves,11.41,11.41,https://www.zalora.com.ph/p/terranova-man-short-sleeved-t-shirt-blue-3714147
Manner Raglan Long Sleeves Rash Guard,Sunseeker,Sports > Men's Sports > Men's Sports,38.4,54.85,https://www.zalora.com.ph/p/sunseeker-manner-raglan-long-sleeves-rash-guard-blue-3488753
Manson Black Loafer with Buckle,Bristol Shoes,Men > Shoes > Loafers & Boat Shoes,67.1,89.46,https://www.zalora.com.ph/p/bristol-shoes-manson-black-loafer-with-buckle-black-3199092
Marco Dave Pants,Jack & Jones,Men > Clothing > Pants > Casual,20.93,37.53,https://www.zalora.com.ph/p/jack-jones-marco-dave-pants-beige-3398243
Margerita Cardigan,GWD,Women > Clothing > Knitwear & Cardigans,55.06,55.06,https://www.zalora.com.ph/p/gwd-margerita-cardigan-black-3565818
Mario Skateboard Red Cotton Short Sleeve Essential T-Shirt,QuirkyT,Sports > Men's Sports > Clothing > T-Shirts,29.43,65.4,https://www.zalora.com.ph/p/quirkyt-mario-skateboard-red-cotton-short-sleeve-essential-t-shirt-red-2915540
Maroon Puff Sleeve Dress with Embellished Belt,FabAlley,Women > Clothing > Dresses,78.36,78.36,https://www.zalora.com.ph/p/faballey-maroon-puff-sleeve-dress-with-embellished-belt-red-2814470
Marty Sneakers,ALDO,Men > Shoes > Sneakers,27.56,122.36,https://www.zalora.com.ph/p/aldo-marty-sneakers-white-3848155
Mary Jane Ankle Strap Square Toe Heeled Shoes,Trendyol,Women > Shoes > Heels > Open Toes,27.7,36.06,https://www.zalora.com.ph/p/trendyol-mary-jane-ankle-strap-square-toe-heeled-shoes-green-4293665
Maternity Silk Kurta Set with Nursing - Green,THE MOM STORE,Women > Clothing > Maternity,32.11,32.11,https://www.zalora.com.ph/p/the-mom-store-maternity-silk-kurta-set-with-nursing-green-green-3709067
Maxi Dress with Collar Detail,Trendyol,Women > Clothing > Dresses > Maxi Dresses,62.18,62.18,https://www.zalora.com.ph/p/trendyol-maxi-dress-with-collar-detail-navy-3505979
Maxi Flared Skirt,Trendyol,Women > Clothing > Skirts > Maxi Skirts,21.03,40.14,https://www.zalora.com.ph/p/trendyol-maxi-flared-skirt-blue-3475671
Maxi Flower Heeled Sandals,Mango,Women > Shoes > Heels > Open Toes,48.89,70.12,https://www.zalora.com.ph/p/mango-maxi-flower-heeled-sandals-pink-2894500
Maxi Three Quarter Sleeve Relaxed Dress,Trendyol,Women > Clothing > Dresses > Summer Dresses,11.66,62.02,https://www.zalora.com.ph/p/trendyol-maxi-three-quarter-sleeve-relaxed-dress-black-3685895
Mayar Mini Dress,Savel,Women > Clothing > Dresses > Mini Dresses,103.88,148.39,https://www.zalora.com.ph/p/savel-mayar-mini-dress-black-2524522
Mayze Stack Luxe Sneakers,PUMA,Sports > Women's Sports > Footwear > Sneakers,119.17,119.17,https://www.zalora.com.ph/p/puma-mayze-stack-luxe-sneakers-white-2899383
McKinnon Black Loafers,Bristol Shoes,Men > Shoes > Loafers & Boat Shoes,76.04,89.46,https://www.zalora.com.ph/p/bristol-shoes-mckinnon-black-loafers-black-4139060
Medium Beige Carol Sneakers,Carlo Rino,Women > Shoes > Sneakers,39.91,79.81,https://www.zalora.com.ph/p/carlo-rino-medium-beige-carol-sneakers-beige-3683536
Mega Pete Logo Shirt,Original Penguin,Men > Clothing > Polos,71.67,71.67,https://www.zalora.com.ph/p/original-penguin-mega-pete-logo-shirt-grey-3388866
Melis Ağazat x KOTON High Waist Trousers,KOTON,Women > Clothing > Pants & Leggings,31.36,43.9,https://www.zalora.com.ph/p/koton-melis-agazat-x-koton-high-waist-trousers-grey-3776215
Melliji Maryjane Flats (1cm) - Dark Brown,SAPPUN,Women > Shoes > Flats,33.6,48.0,https://www.zalora.com.ph/p/sappun-melliji-maryjane-flats-1cm-dark-brown-brown-3575016
Melody Slippers,Penti,Women > Shoes > Sandals > Flat Sandals,42.9,75.08,https://www.zalora.com.ph/p/penti-melody-slippers-brown-4085692
Melrose Tubes Lite Men's Shoes,K-Swiss,Men > Shoes > Sneakers,107.74,107.74,https://www.zalora.com.ph/p/k-swiss-melrose-tubes-lite-men-s-shoes-black-4196939
Men Classic - Long Sleeve Shirt - Mexican Skull (Calavera),A Fish Named Fred,Men > Clothing > Shirts > Long Sleeve,120.4,120.4,https://www.zalora.com.ph/p/a-fish-named-fred-men-classic-long-sleeve-shirt-mexican-skull-calavera-multi-navy-2668813
Men Comfort Active Street Sneakers - 260121118,Louis Cuppers,Men > Shoes > Sports Shoes,29.37,29.37,https://www.zalora.com.ph/p/louis-cuppers-men-comfort-active-street-sneakers-260121118-brown-4218416
Men Comfort Active Street Sneakers - 260321122,Louis Cuppers,Men > Shoes > Sports Shoes,27.74,27.74,https://www.zalora.com.ph/p/louis-cuppers-men-comfort-active-street-sneakers-260321122-beige-4308602
Men Comfort Sport & Street Sneakers - 250421110,Louis Cuppers,Men > Shoes > Sports Shoes,26.1,26.1,https://www.zalora.com.ph/p/louis-cuppers-men-comfort-sport-street-sneakers-250421110-orange-4095524
Men EBUFFER Lite 14 Training Shoes Cushioned Comfortable Commuter Walking Shoes 1126A7713,Anta,Men > Sports > Footwear > Running Shoes,52.16,52.16,https://www.zalora.com.ph/p/anta-men-ebuffer-lite-14-training-shoes-cushioned-comfortable-commuter-walking-shoes-1126a7713-white-4261480
Men LEDAO Sports Running Shoes Shock Absorption Support Non-slip 1125A7719K,Anta,Sports > Men's Sports > Footwear > Running Shoes,58.69,58.69,https://www.zalora.com.ph/p/anta-men-ledao-sports-running-shoes-shock-absorption-support-non-slip-1125a7719k-white-4361591
Men MOUNTAIN 2.5 Basketball Shoes Performance Cushioned Wear-resistant Sport Sneakers 1125D1604,Anta,Sports > Men's Sports > Footwear > Basketball Shoes,58.69,58.69,https://www.zalora.com.ph/p/anta-men-mountain-2-5-basketball-shoes-performance-cushioned-wear-resistant-sport-sneakers-1125d1604-black-4264292
Men Shock The Game Shock Wave 6.0 Basketball Shoes,Anta,Men > Shoes > Sports Shoes,114.19,114.19,https://www.zalora.com.ph/p/anta-men-shock-the-game-shock-wave-6-0-basketball-shoes-lilac-purple-3870499
Men Skyline 3 Basketball Shoes,Anta,Sports > Men's Sports > Footwear > Basketball Shoes,81.53,81.53,https://www.zalora.com.ph/p/anta-men-skyline-3-basketball-shoes-pink-4181442
Men Slip On Faux Leather Casual Formal - 260131362,Louis Cuppers,Men > Shoes > Loafers & Boat Shoes,26.1,26.1,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-casual-formal-260131362-black-4191710
Men Slip On Faux Leather Classic Casual Sandals - 240441246,Louis Cuppers,Men > Shoes > Sandals & Flip Flops,27.74,27.74,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-classic-casual-sandals-240441246-brown-3548970
Men Slip On Faux Leather Classic Casual Sandals - 250141253,Louis Cuppers,Men > Shoes > Sandals & Flip Flops,24.47,24.47,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-classic-casual-sandals-250141253-black-3703264
Men Slip On Faux Leather Classic Casual Sandals - 250141255,Louis Cuppers,Men > Shoes > Sandals & Flip Flops,27.74,27.74,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-classic-casual-sandals-250141255-black-3699698
Men Slip On Faux Leather Classic Casual Sandals - 250441265,Louis Cuppers,Men > Shoes > Sandals & Flip Flops,31.0,31.0,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-classic-casual-sandals-250441265-brown-4164549
Men Slip On Faux Leather Classic Casual Sandals - 250441271,Louis Cuppers,Men > Shoes > Sandals & Flip Flops,26.1,26.1,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-classic-casual-sandals-250441271-grey-4106448
Men Slip On Faux Leather Classic Casual Sandals - 260141279,Louis Cuppers,Men > Shoes > Sandals & Flip Flops,20.39,20.39,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-classic-casual-sandals-260141279-green-4191792
Men Slip On Faux Leather Classic Casual Sandals - 260141281,Louis Cuppers,Men > Shoes > Sandals & Flip Flops,26.1,26.1,https://www.zalora.com.ph/p/louis-cuppers-men-slip-on-faux-leather-classic-casual-sandals-260141281-black-4191487
Men White Polo with Iconic Scooter Logo,A Fish Named Fred,Men > Clothing > Polos,101.21,101.21,https://www.zalora.com.ph/p/a-fish-named-fred-men-white-polo-with-iconic-scooter-logo-white-2367735
Men WindRider Sports Running Shoes Mesh Breathable Lightweight Comfortable 9124B5506K,Anta,Sports > Men's Sports > Footwear > Running Shoes,75.01,75.01,https://www.zalora.com.ph/p/anta-men-windrider-sports-running-shoes-mesh-breathable-lightweight-comfortable-9124b5506k-silver-4365883
Men's - Charge (Black/White/Silver),Pony,Men > Shoes > Sneakers,42.2,60.32,https://www.zalora.com.ph/p/pony-men-s-charge-black-white-silver-black-4124237
Men's - Madison (Eggnog/Paloma),Pony,Men > Shoes > Sneakers,58.69,65.22,https://www.zalora.com.ph/p/pony-men-s-madison-eggnog-paloma-beige-4138292
Men's - Summit (Black / White),Pony,Sports > Men's Sports > Footwear > Sneakers,46.61,71.75,https://www.zalora.com.ph/p/pony-men-s-summit-black-white-black-white-3663725
Men's Antimicrobial Cotton Classic Regular Fit Roundneck Sleeveless Shirt 1 Piece Umssc1,Biofresh,Men > Clothing > T-Shirts > Singlets,10.0,10.0,https://www.zalora.com.ph/p/biofresh-men-s-antimicrobial-cotton-classic-regular-fit-roundneck-sleeveless-shirt-1-piece-umssc1-white-2782349
Men's Athletics Tee,Under Armour,Sports > Men's Sports > Clothing > T-Shirts,17.09,22.77,https://www.zalora.com.ph/p/under-armour-men-s-athletics-tee-white-3255680
Men's Authentic Original Black Amaretto Boat Shoe (1914861),Sperry,Men > Shoes > Loafers & Boat Shoes,102.77,102.77,https://www.zalora.com.ph/p/sperry-men-s-authentic-original-black-amaretto-boat-shoe-1914861-black-4362392
Men's Authentic Original™ Minulag 3 Eye Boat Shoes Topsider - Brown (0M10410367),Sperry,Men > Shoes > Loafers & Boat Shoes,123.91,123.91,https://www.zalora.com.ph/p/sperry-men-s-authentic-original-minulag-3-eye-boat-shoes-topsider-brown-0m10410367-brown-4184371
Men's Authorized Personnel Tee,Nike,Men > Clothing > T-Shirts > Short Sleeves,32.57,32.57,https://www.zalora.com.ph/p/nike-men-s-authorized-personnel-tee-white-2344252
Men's Bahama II Sneakers - Sand/Gum (25F03231),Sperry,Men > Shoes > Sneakers,70.12,70.12,https://www.zalora.com.ph/p/sperry-men-s-bahama-ii-sneakers-sand-gum-25f03231-beige-4254469
Men's Baseshot 223 1 Sneakers,Lacoste,Men > Sports > Footwear > Sneakers,97.13,97.13,https://www.zalora.com.ph/p/lacoste-men-s-baseshot-223-1-sneakers-black-3625663
Men's Bickett Performance Jersey Polo,Peter Millar,Sports > Men's Sports > Clothing > Polos,89.79,89.79,https://www.zalora.com.ph/p/peter-millar-men-s-bickett-performance-jersey-polo-blue-3730773
Men's Boots Shoes MY 25840 Brown C64,Mario D' boro Runway,Men > Shoes > Boots,47.33,47.33,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-boots-shoes-my-25840-brown-c64-brown-3703693
Men's Carnaby Set 225 2 Leather Sneakers,Lacoste,Men > Sports > Footwear > Sneakers,108.56,108.56,https://www.zalora.com.ph/p/lacoste-men-s-carnaby-set-225-2-leather-sneakers-black-4146329
Men's Casual Loafers MX 24965 Black C53 C60,Mario D' boro Runway,Men > Shoes > Loafers & Boat Shoes,35.91,35.91,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-casual-loafers-mx-24965-black-c53-c60-black-3457180
Men's Casual Loafers MX 25699 Black C62,Mario D' boro Runway,Men > Shoes > Loafers & Boat Shoes,37.54,37.54,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-casual-loafers-mx-25699-black-c62-black-3647012
Men's Casual Loafers MY 26026 C69,Mario D' boro Runway,Men > Shoes > Loafers & Boat Shoes,45.69,45.69,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-casual-loafers-my-26026-c69-black-3804520
Men's Casual Shoes in White 58240401007,ECCO,Men > Shoes > Slip-Ons,207.13,313.33,https://www.zalora.com.ph/p/ecco-men-s-casual-shoes-in-white-58240401007-white-4158589
Men's Classic 2-Eye Boat Shoe(Brown),Timberland,Men > Shoes > Loafers & Boat Shoes,163.17,163.17,https://www.zalora.com.ph/p/timberland-men-s-classic-2-eye-boat-shoe-brown-brown-4330503
Men's Classic Fit L.12.12 Polo,Lacoste,Men > Clothing > Polos,97.13,97.13,https://www.zalora.com.ph/p/lacoste-men-s-classic-fit-l-12-12-polo-white-3633897
Men's Coed Double Band Slides,OXGN,Men > Shoes > Sandals & Flip Flops > Sandals,10.0,10.0,https://www.zalora.com.ph/p/oxgn-men-s-coed-double-band-slides-black-3191770
Men's Cotton Extreme Performance Crew Length Socks 1 pair PMS0104,PUMA,Men > Clothing > Socks > Calf-length socks,10.0,10.0,https://www.zalora.com.ph/p/puma-men-s-cotton-extreme-performance-crew-length-socks-1-pair-pms0104-white-1860134
Men's Court Vision Low Next Nature Sneakers,Nike,Sports > Men's Sports > Footwear > Sneakers,47.26,47.26,https://www.zalora.com.ph/p/nike-men-s-court-vision-low-next-nature-sneakers-black-2004476
Men's Donny Novelty 1173728 - SDCH,Sanuk,Men > Shoes > Slip-Ons,63.59,63.59,https://www.zalora.com.ph/p/sanuk-men-s-donny-novelty-1173728-sdch-brown-4258295
Men's Double Strap Sandals,OXGN,Men > Shoes > Sandals & Flip Flops > Sandals,10.0,10.0,https://www.zalora.com.ph/p/oxgn-men-s-double-strap-sandals-brown-4327743
Men's Double Strap Slides,REGATTA,Men > Shoes > Sandals & Flip Flops > Sandals,10.0,10.0,https://www.zalora.com.ph/p/regatta-men-s-double-strap-slides-green-4208817
Men's Elance™ Perfect V-Neck Shirt,Jockey,Men > Clothing > T-Shirts > Short Sleeves,10.0,10.0,https://www.zalora.com.ph/p/jockey-men-s-elance-perfect-v-neck-shirt-red-1392734
Men's Elite Active 1264 Leather Sneakers,Lacoste,Men > Sports > Footwear > Sneakers,154.27,154.27,https://www.zalora.com.ph/p/lacoste-men-s-elite-active-1264-leather-sneakers-black-4188911
Men's Elite Active 223 2 Trainers,Lacoste,Men > Shoes > Sports Shoes,141.21,141.21,https://www.zalora.com.ph/p/lacoste-men-s-elite-active-223-2-trainers-black-3628840
Men's Elite Active Evo Sneakers,Lacoste,Men > Sports > Footwear > Sneakers,113.46,113.46,https://www.zalora.com.ph/p/lacoste-men-s-elite-active-evo-sneakers-grey-3976380
Men's Epaulette Stripe Polo,G/FORE,Sports > Men's Sports > Clothing > Polos,55.5,111.01,https://www.zalora.com.ph/p/g-fore-men-s-epaulette-stripe-polo-navy-3271283
Men's Essential Pique Polo,G/FORE,Sports > Men's Sports > Clothing > Polos,42.45,84.89,https://www.zalora.com.ph/p/g-fore-men-s-essential-pique-polo-grey-3279653
Men's Floral Watercolor Tech Jersey Slim Fit Polo,G/FORE,Sports > Men's Sports > Clothing > Polos,58.77,117.54,https://www.zalora.com.ph/p/g-fore-men-s-floral-watercolor-tech-jersey-slim-fit-polo-grey-3688078
Men's Formal MZ 27136 Black leather slip-on shoe with thick rugged sole and textured upper.,Mario D' boro Runway,Men > Shoes > Formal,47.33,47.33,https://www.zalora.com.ph/p/mario-d-boro-runway-men-s-formal-mz-27136-black-leather-slip-on-shoe-with-thick-rugged-sole-and-textured-upper-black-4345175
