source_id,name,category,subcategories,store,price,compare_price,image_url,product_url
635,Alchimie Hermes ring,Kelly,Women,Prestige World,8985.6,11681.28,"https://assets.hermes.com/is/image/hermesproduct/110012B%2000_wornsquare_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=800&hei=800",https://namshiglobalstore.com/product-detail?id=635&demo=0
636,"Vertige pendant, sma",Gold Jewelry,Women,Prestige World,5443.2,7076.16,"https://assets.hermes.com/is/image/hermesproduct/225301B%2000_front_wm_2?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=636&demo=0
637,"Farandole earrings,",Earrings,Women,Prestige World,345.6,449.28,"https://assets.hermes.com/is/image/hermesproduct/113502B%2000_front_wm_2?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=637&demo=0
638,Vertige ring,Gold Jewelry,Women,Prestige World,3024.0,3931.2,"https://assets.hermes.com/is/image/hermesproduct/225615B%2000_front_wm_2?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=638&demo=0
639,Men Stainless Steel,Men's Wrist Watches,Men,Prestige World,44.78,58.21,https://f.nooncdn.com/p/pzsku/Z55914D5E92846A6E53AAZ/45/_/1779709599/cee7f296-6053-4c6f-a122-8095737a8743.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=639&demo=0
640,Planètes & Météores,Precious moments,Women,Prestige World,20736.0,26956.8,"https://assets.hermes.com/is/image/hermesproduct/223612B%2000_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=800&hei=800",https://namshiglobalstore.com/product-detail?id=640&demo=0
641,"Farandole earrings,",Earrings,Women,Prestige World,466.56,606.53,"https://assets.hermes.com/is/image/hermesproduct/108618B%2000_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=641&demo=0
642,PUMA,Women,,Prestige World,52.87,68.73,https://f.nooncdn.com/p/pzsku/Z271AFB874E51BBD46567Z/45/_/1780056516/bbdc9a43-9118-4fc9-9f2e-11a124bd8430.jpg?format=webp&amp;width=800,https://namshiglobalstore.com/product-detail?id=642&demo=0
643,BIRKENSTOCK,Women,,Prestige World,96.18,125.03,https://f.nooncdn.com/p/pzsku/ZEDF606C9711ADBD03B56Z/45/_/1782197806/cbfef362-a622-436b-af27-34734686ba42.jpg?format=webp&amp;width=800,https://namshiglobalstore.com/product-detail?id=643&demo=0
644,Nitro V Gaming Lapto,Notebook Laptops,Computers & Accessories,Prestige World,2059.34,2677.14,https://f.nooncdn.com/p/pzsku/Z23D95A3548128DE8F49AZ/45/_/1779791082/a64d3dab-21e7-441a-8082-a0871157d6f6.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=644&demo=0
645,STELLA MCCARTNEY Wom,Party Dresses,Women,Prestige World,1777.6,2310.88,https://f.nooncdn.com/p/pzsku/Z67764ED702B562F352F4Z/45/1767626948/aa3cec1a-455e-4841-a573-b3ed8af86540.jpg?width=800,https://namshiglobalstore.com/product-detail?id=645&demo=0
646,Lululemon Women Stan,Women's Track Jacket,Women,Prestige World,66.88,86.94,https://f.nooncdn.com/p/pzsku/Z58E6ECB44DA3396AA3FDZ/45/_/1775581589/71d974ba-8964-4d55-92dd-9c9aa5524757.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=646&demo=0
647,Embroidered Fit & Fl,Mini Dresses,Women,Prestige World,293.62,381.71,https://f.nooncdn.com/p/pzsku/Z4D1A14B31529E609E33AZ/45/_/1776151769/3920a15c-cfde-46c5-9087-fe3c69e33b4e.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=647&demo=0
648,Tom Ford Winona Cat,Women's Sunglasses,Women,Prestige World,361.43,469.86,https://f.nooncdn.com/p/pzsku/Z5A8DDA5A3DABA4192826Z/45/_/1777284144/be8aba2e-1e81-4773-ae71-8f5143356d85.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=648&demo=0
649,Nappa Leather Flats,Flat Sandals,Women,Prestige World,73.09,95.02,https://f.nooncdn.com/p/5652d09f55e95b83bbecc408468757f2|pzsku/Z82E2324307545F45BAB7Z/45/1769496883/4c30a91c-4083-4acc-acc9-0dfe25d08094.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=649&demo=0
650,Strathberry Mosaic B,Bags,Women,Prestige World,836.7,1087.71,https://f.nooncdn.com/p/pzsku/Z0B3E487BE06B2DEC05ECZ/45/_/1777646519/8815e108-ded8-4631-b0a7-a989319336cb.jpg?width=800,https://namshiglobalstore.com/product-detail?id=650&demo=0
651,Mega Deal 📣 PINKO Lo,Bags,Women,Prestige World,347.75,452.08,https://f.nooncdn.com/p/pzsku/ZDF9D73B0C9D5D21B6658Z/45/_/1782728365/aa4757b1-2558-4b9d-a520-c8c2450237bc.jpg?width=800,https://namshiglobalstore.com/product-detail?id=651&demo=0
652,Strathberry East Wes,Bags,Women,Prestige World,786.94,1023.02,https://f.nooncdn.com/p/pzsku/Z65B4C0FD814A41D04A15Z/45/_/1777646503/57c6e7f7-e35e-4f11-a7b9-b7099d6c78ba.jpg?width=800,https://namshiglobalstore.com/product-detail?id=652&demo=0
653,Frye Melissa Zip Sat,Women's Handbags,Women,Prestige World,569.82,740.77,https://f.nooncdn.com/p/pzsku/ZB1359A3BE66F0B3DABF0Z/45/1762417277/4cf45e68-9601-48c4-a560-7aceb8faa3ce.jpg?width=800,https://namshiglobalstore.com/product-detail?id=653&demo=0
654,Michael Kors Laila M,Women's Handbags,Women,Prestige World,376.98,490.07,https://f.nooncdn.com/p/pzsku/ZD34C73B14DD18A5C80F4Z/45/_/1772176857/d8beea26-335a-4009-96c0-68604e4b33db.jpg?width=800,https://namshiglobalstore.com/product-detail?id=654&demo=0
655,Hermès Videpoches ba,Women's bags and clutches,Women,Prestige World,3168.0,4118.4,"https://assets.hermes.com/is/image/hermesproduct/088914CK37_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=655&demo=0
656,Hermès Videpoches ba,Women's bags and clutches,Women,Prestige World,3168.0,4118.4,"https://assets.hermes.com/is/image/hermesproduct/088914CKP0_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=656&demo=0
657,Hermès In-the-Loop 1,Women's bags and clutches,Women,Prestige World,3168.0,4118.4,"https://assets.hermes.com/is/image/hermesproduct/084274CCBW_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=657&demo=0
658,"Lipari 70 sandal, Bl",Sandals,Women,Prestige World,662.4,861.12,"https://assets.hermes.com/is/image/hermesproduct/252141Z%2002_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=800&hei=800",https://namshiglobalstore.com/product-detail?id=658&demo=0
659,Deal Dolce & Gabbana,Women's Dresses,Women,Prestige World,613.99,798.19,https://f.nooncdn.com/p/pzsku/Z3D593EC8D1D7C011CD15Z/45/1767929434/23722c7a-6102-4f6b-850b-319217a44f94.jpg?width=800,https://namshiglobalstore.com/product-detail?id=659&demo=0
660,"""Ferronnerie Remix""",Knitwear and twillaines,Women,Prestige World,2289.6,2976.48,"https://assets.hermes.com/is/image/hermesproduct/6E2833DU2B_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=660&demo=0
661,Short-sleeve sweater,Knitwear and twillaines,Women,Prestige World,907.2,1179.36,"https://assets.hermes.com/is/image/hermesproduct/6E2652D1MV_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=661&demo=0
662,"""Ferronnerie Remix""",Pants and shorts,Women,Prestige World,777.6,1010.88,"https://assets.hermes.com/is/image/hermesproduct/6E4417DG2B_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=662&demo=0
663,PINKO Logo Detail Fl,Bags,Women,Elite Essentials,513.22,667.19,https://f.nooncdn.com/p/pzsku/ZC5403EF9035C8C23BFE0Z/45/_/1782727616/9cfbde64-5251-475f-8109-302263324ee2.jpg?width=800,https://namshiglobalstore.com/product-detail?id=663&demo=0
664,"""Aux Champs en Fleur",Pants and shorts,Women,Prestige World,2462.4,3201.12,"https://assets.hermes.com/is/image/hermesproduct/6E0444DP02_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=664&demo=0
665,"Leather jacket, Beig",Coats and jackets,Women,Prestige World,6163.2,8012.16,"https://assets.hermes.com/is/image/hermesproduct/6H1135D7LK_worn_8?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=665&demo=0
666,"Wrap miniskirt, Whit",Dresses and skirts,Women,Prestige World,1065.6,1385.28,"https://assets.hermes.com/is/image/hermesproduct/6H0355DQA3_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=800&hei=800",https://namshiglobalstore.com/product-detail?id=666&demo=0
667,"""Aux Champs en Fleur",Dresses and skirts,Women,Prestige World,4003.2,5204.16,"https://assets.hermes.com/is/image/hermesproduct/6E2827DEA5_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=900&hei=900",https://namshiglobalstore.com/product-detail?id=667&demo=0
668,No.5 EDP 100ml,Eau de Parfum,Fragrance,Prestige World,237.8,309.14,https://f.nooncdn.com/p/pzsku/Z8B0C85D33D403A79281BZ/45/_/1778748307/e0a06c55-8324-4dc6-aec7-a6c45c8f7f12.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=668&demo=0
669,Neroli Portofino Eau,Eau de Parfum,Fragrance,Prestige World,341.83,444.38,https://f.nooncdn.com/p/pzsku/Z7E391330F7635CFD95FAZ/45/_/1779094580/3dbeea9e-d366-4370-8679-24aa085ff355.jpg?width=1200,https://namshiglobalstore.com/product-detail?id=669&demo=0
670,OGIO Pace Pro Duffel,OGIO Pace,"Bags, Women, Clothing",Elite Essentials,374.18,486.43,https://f.nooncdn.com/p/pzsku/ZC9824CEC0ABF6A35766AZ/45/_/1781796133/b06170da-0e59-4876-92a2-3315b4121698.jpg?width=800,https://namshiglobalstore.com/product-detail?id=670&demo=0
671,Mega Deal 📣 PINKO Lo,Bags,Women,Elite Essentials,347.75,452.08,https://f.nooncdn.com/p/pzsku/ZDF9D73B0C9D5D21B6658Z/45/_/1782728365/aa4757b1-2558-4b9d-a520-c8c2450237bc.jpg?width=800,https://namshiglobalstore.com/product-detail?id=671&demo=0
672,Frederic Malle Portr,Dresses,"Women, Clothing",Elite Essentials,429.55,558.42,https://f.nooncdn.com/p/v1586503874/N36646157A_1.jpg?width=800,https://namshiglobalstore.com/product-detail?id=672&demo=0
673,Loungefly How the Gr,Women's Handbags,Women,Elite Essentials,344.32,447.62,https://f.nooncdn.com/p/pzsku/Z2AE7DACB137E7A3FF5C1Z/45/_/1778246878/e2621267-2d53-48f8-80e9-16d21ca2816b.jpg?width=800,https://namshiglobalstore.com/product-detail?id=673&demo=0
674,"Chypre sandal, Blue",Sandals,Women,Elite Essentials,648.0,842.4,"https://assets.hermes.com/is/image/hermesproduct/222297Z%20BR_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=800&hei=800",https://namshiglobalstore.com/product-detail?id=674&demo=0
675,12Kg Front Load Wash,Washing Machine,"Home Improvement, Washing Machines",Michael’s fashion store,776.98,1010.07,https://f.nooncdn.com/p/pzsku/ZF24622281B7A77A0EC41Z/45/_/1782820587/d4b4db01-4751-4495-bf6f-04d27995d350.jpg?width=800,https://namshiglobalstore.com/product-detail?id=675&demo=0
676,HITACHI Top Load Ful,HITACHI,"Home Improvement, Washing Machines",Michael’s fashion store,685.22,890.79,https://f.nooncdn.com/p/pzsku/ZFBFE5132CACD9AE86BDEZ/45/_/1778748182/8a83aee2-8bb0-4e62-8624-527926bbaa66.jpg?width=800,https://namshiglobalstore.com/product-detail?id=676&demo=0
677,"Seoul S, Small Backp",OGIO Pace,"Bags, Women, Clothing",Michael’s fashion store,358.32,465.82,https://f.nooncdn.com/p/pzsku/Z8473A768B75DC2AE5AAAZ/45/_/1783094576/fc744fd9-71b7-45d2-8978-13c88ac90ffb.jpg?width=800,https://namshiglobalstore.com/product-detail?id=677&demo=0
678,LeSportsac Hobo Bag,LeSportsac Hobo,,Michael’s fashion store,398.14,517.58,https://f.nooncdn.com/p/pzsku/Z38263D7745D9DDEE7C06Z/45/_/1778246919/9f9ed48c-3d54-48ed-86e6-86eed8b5527e.jpg?width=800,https://namshiglobalstore.com/product-detail?id=678&demo=0
679,PINKO Large Puff Max,Bags,Women,Michael’s fashion store,668.74,869.36,https://f.nooncdn.com/p/pzsku/Z6606B86B23BB4B17691FZ/45/_/1782727508/6f2fe95c-5223-4388-abce-236e810f260d.jpg?width=800,https://namshiglobalstore.com/product-detail?id=679&demo=0
680,Tumi Service Crossbo,Bags,Women,Michael’s fashion store,782.27,1016.95,https://f.nooncdn.com/p/pzsku/ZABBD778BF84C36540DF5Z/45/_/1772455793/c0ca0e34-c41c-4162-9991-4a103a2181a1.jpg?width=800,https://namshiglobalstore.com/product-detail?id=680&demo=0
681,Deal SONASHI 9.5kg F,SONASHI,"Home Improvement, Washing Machines",Michael’s fashion store,366.72,476.74,https://f.nooncdn.com/p/pzsku/Z9A34BFA8C20C3CF20019Z/45/_/1779345564/63446f67-e58c-4d21-8137-b8adb7cc8e6e.jpg?width=800,https://namshiglobalstore.com/product-detail?id=681&demo=0
682,Hedgren Rush RFID Cr,Hedgren Rush,,Michael’s fashion store,399.06,518.78,https://f.nooncdn.com/p/pzsku/Z8F4286811653A0CBB6F3Z/45/_/1778246994/b7f91eac-4aee-4c5c-b782-8d5152d43eeb.jpg?width=800,https://namshiglobalstore.com/product-detail?id=682&demo=0
683,Thule Crossover 2 Du,Bags,"Bags, Women",Michael’s fashion store,75.89,98.66,https://f.nooncdn.com/p/pzsku/ZCC309E03F2E9608BBF96Z/45/1767952309/7c8cafaa-9201-423f-8dda-5778bc3f8fa2.jpg?width=800,https://namshiglobalstore.com/product-detail?id=683&demo=0
684,Strathberry Stylist,Bags,Women,Michael’s fashion store,422.08,548.7,https://f.nooncdn.com/p/pzsku/Z5F219A19E531BBF5F542Z/45/_/1777646500/85fac5ec-c33d-416f-b3d5-eb0c070f1c43.jpg?width=800,https://namshiglobalstore.com/product-detail?id=684&demo=0
685,Brooks England Brook,Bags,Women,Michael’s fashion store,550.54,715.7,https://f.nooncdn.com/p/pzsku/Z43435173CDAA30D5D3C0Z/45/1748536768/4893966e-941f-459b-967f-b4299ac635f0.jpg?width=800,https://namshiglobalstore.com/product-detail?id=685&demo=0
686,Strathberry Kite Cha,Bags,Women,Michael’s fashion store,422.08,548.7,https://f.nooncdn.com/p/pzsku/Z47E5AE2FC41FE1BA68C9Z/45/_/1777646489/2884b19c-13d6-4c36-b2cd-b268a5921bb6.jpg?width=800,https://namshiglobalstore.com/product-detail?id=686&demo=0
687,Mega Deal 📣 PINKO Lo,Bags,Women,Michael’s fashion store,399.37,519.18,https://f.nooncdn.com/p/pzsku/Z5FCA072365F085C7EB46Z/45/_/1782727329/d2506555-2a36-45b0-bd9b-3d8c846b33ec.jpg?width=800,https://namshiglobalstore.com/product-detail?id=687&demo=0
688,Mega Deal 📣 PINKO Mi,Bags,Women,Michael’s fashion store,375.42,488.05,https://f.nooncdn.com/p/pzsku/Z1B64D6A2F0A0F1A358C1Z/45/_/1782727306/7506bb60-dd70-4a18-9362-8a7eaf775931.jpg?width=800,https://namshiglobalstore.com/product-detail?id=688&demo=0
689,Mega Deal 📣 PINKO Lo,Bags,Women,Michael’s fashion store,347.75,452.08,https://f.nooncdn.com/p/pzsku/ZDF9D73B0C9D5D21B6658Z/45/_/1782728365/aa4757b1-2558-4b9d-a520-c8c2450237bc.jpg?width=800,https://namshiglobalstore.com/product-detail?id=689&demo=0
690,Mega Deal 📣 PINKO Sm,Bags,Women,Michael’s fashion store,394.4,512.72,https://f.nooncdn.com/p/pzsku/Z6FE0B54E55A530C205D0Z/45/_/1782727335/2affa01f-f0c9-4568-87d6-0966764af1d2.jpg?width=800,https://namshiglobalstore.com/product-detail?id=690&demo=0
691,Mega Deal 📣 PINKO Sm,Bags,Women,Michael’s fashion store,394.4,512.72,https://f.nooncdn.com/p/pzsku/Z75EC1DF3F52B82ECF9F0Z/45/_/1782727340/2f65e729-2377-434e-9f85-8b2525c2db1b.jpg?width=800,https://namshiglobalstore.com/product-detail?id=691&demo=0
692,PINKO Mini Puff Maxi,Bags,Women,Michael’s fashion store,387.24,503.41,https://f.nooncdn.com/p/pzsku/ZD265BE7B302400EC193EZ/45/_/1782727657/2afd6637-614e-4bba-ad29-70050196f5e2.jpg?width=800,https://namshiglobalstore.com/product-detail?id=692&demo=0
693,Tumi Monroe Men's Wa,Bags,Women,Michael’s fashion store,551.16,716.51,https://f.nooncdn.com/p/pzsku/Z6F334AB2BA2726E0FA47Z/45/_/1779360316/dc7f01be-be6e-4eba-8b44-6da8d247ba15.jpg?width=800,https://namshiglobalstore.com/product-detail?id=693&demo=0
694,Samsonite Biz2Go 15.,Bags,Women,Michael’s fashion store,67.07,87.19,https://f.nooncdn.com/p/pzsku/Z9D3B13102798AA105EC6Z/45/_/1774695279/67af1ca0-cb87-4ba4-9292-e55a9b176466.jpg?width=800,https://namshiglobalstore.com/product-detail?id=694&demo=0
695,PINKO Small pocket L,Bags,Women,Michael’s fashion store,365.47,475.11,https://f.nooncdn.com/p/pzsku/Z28C87830907A1862EA9FZ/45/_/1782727314/86bca26d-4a14-4f91-a1b4-2856195ba829.jpg?width=800,https://namshiglobalstore.com/product-detail?id=695&demo=0
696,PINKO Logo Detail Fl,Dresses,"Women, Clothing",Michael’s fashion store,413.69,537.8,https://f.nooncdn.com/p/pzsku/Z527CC215F17618AA5AA3Z/45/_/1782727498/d6040f5d-acfa-4ad8-b593-bb8456074024.jpg?width=800,https://namshiglobalstore.com/product-detail?id=696&demo=0
697,PINKO Small Puff Max,Bags,Women,Michael’s fashion store,486.78,632.81,https://f.nooncdn.com/p/pzsku/Z37744B67EA59E4740B8FZ/45/_/1782727478/5ce288db-943e-46f3-b9cf-2e2761c61e5f.jpg?width=800,https://namshiglobalstore.com/product-detail?id=697&demo=0
698,TOMMY HILFIGER Woven,Bags,Women,Michael’s fashion store,346.19,450.05,https://f.nooncdn.com/p/pzsku/ZBB6B2A36158678F5A171Z/45/_/1778501330/1bcb63bb-21d5-46a5-8bc3-16d1a38cb351.jpg?width=800,https://namshiglobalstore.com/product-detail?id=698&demo=0
699,Strathberry Mini Tot,Bags,Women,Michael’s fashion store,566.4,736.32,https://f.nooncdn.com/p/pzsku/ZB5D81CB957EEB6E588C9Z/45/_/1777646532/dafbfb41-abd9-4a6b-b756-9b3d2e206944.jpg?width=800,https://namshiglobalstore.com/product-detail?id=699&demo=0
700,Strathberry East Wes,Bags,Women,Michael’s fashion store,786.94,1023.02,https://f.nooncdn.com/p/pzsku/Z65B4C0FD814A41D04A15Z/45/_/1777646503/57c6e7f7-e35e-4f11-a7b9-b7099d6c78ba.jpg?width=800,https://namshiglobalstore.com/product-detail?id=700&demo=0
701,Frederic Malle Portr,Dresses,"Women, Clothing",Michael’s fashion store,429.55,558.42,https://f.nooncdn.com/p/v1586503874/N36646157A_1.jpg?width=800,https://namshiglobalstore.com/product-detail?id=701&demo=0
702,kate spade new york,Women's Handbags,Women,Michael’s fashion store,569.52,740.38,https://f.nooncdn.com/p/pzsku/Z250C78C2F0EA6E1B1AB8Z/45/1767784628/904214f6-d4ad-40a4-8df5-30bf93d0a08b.jpg?width=800,https://namshiglobalstore.com/product-detail?id=702&demo=0
703,Eight & Bob Egypt,Dresses,"Women, Clothing",Michael’s fashion store,467.81,608.15,https://f.nooncdn.com/p/pzsku/Z8CBD67A6217D761E16DDZ/45/1766824865/9918bd35-8c07-4dec-b520-3d1b316bd4fa.jpg?width=800,https://namshiglobalstore.com/product-detail?id=703&demo=0
704,Loungefly How the Gr,Women's Handbags,Women,Michael’s fashion store,344.32,447.62,https://f.nooncdn.com/p/pzsku/Z2AE7DACB137E7A3FF5C1Z/45/_/1778246878/e2621267-2d53-48f8-80e9-16d21ca2816b.jpg?width=800,https://namshiglobalstore.com/product-detail?id=704&demo=0
705,Retro Canvas Crossbo,Women's Handbags,Women,Michael’s fashion store,443.86,577.02,https://f.nooncdn.com/p/pzsku/Z8113B562A1F5F4B2B0E5Z/45/_/1778680720/982f95eb-0059-4aa3-a9b9-6bf298914b09.jpg?width=800,https://namshiglobalstore.com/product-detail?id=705&demo=0
706,Lug Rumble Satchel B,Women's Handbags,Women,Michael’s fashion store,480.55,624.72,https://f.nooncdn.com/p/pzsku/ZBAE79097650B931C8D4CZ/45/_/1778246905/853a371d-c5f5-4337-a7e8-d1f93a02dbda.jpg?width=800,https://namshiglobalstore.com/product-detail?id=706&demo=0
707,Frye womens Frye Sho,Women's Handbags,Women,Michael’s fashion store,717.88,933.24,https://f.nooncdn.com/p/pzsku/Z402784F4A575D8F15123Z/45/1767784033/b374378d-2a1b-4dee-97a7-c0f63bd881ee.jpg?width=800,https://namshiglobalstore.com/product-detail?id=707&demo=0
708,Grain De Beaute Loge,Bags,Women,Michael’s fashion store,419.9,545.87,https://f.nooncdn.com/p/v1574882625/N31779667A_1.jpg?width=800,https://namshiglobalstore.com/product-detail?id=708&demo=0
709,CALVIN KLEIN Logo Le,Women's Handbags,Women,Michael’s fashion store,343.08,446.0,https://f.nooncdn.com/p/pzsku/ZC91FD20ACAE3DBCE1B06Z/45/_/1778062542/9e5c798a-4ad9-48a3-afcb-ab42fd25a7d3.jpg?width=800,https://namshiglobalstore.com/product-detail?id=709&demo=0
710,Michael Kors Laila M,Women's Handbags,Women,Michael’s fashion store,376.98,490.07,https://f.nooncdn.com/p/pzsku/ZD34C73B14DD18A5C80F4Z/45/_/1772176857/d8beea26-335a-4009-96c0-68604e4b33db.jpg?width=800,https://namshiglobalstore.com/product-detail?id=710&demo=0
711,Hermès Videpoches ba,Women's bags and clutches,Women,Prestige World,3168.0,4118.4,"https://assets.hermes.com/is/image/hermesproduct/088914CK18_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=711&demo=0
712,"Nuba 50 sandal, Blac",Sandals,Women,Prestige World,964.8,1254.24,"https://assets.hermes.com/is/image/hermesproduct/262220Z%2002_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=712&demo=0
713,"Mythic 105 sandal, B",Sandals,Women,Prestige World,1627.2,2115.36,"https://assets.hermes.com/is/image/hermesproduct/261190Z%2002_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=713&demo=0
714,"Nina sandal, Black",Sandals,Women,Prestige World,878.4,1141.92,"https://assets.hermes.com/is/image/hermesproduct/262123Z%2002_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=714&demo=0
715,"Naxos sandal, Beige/",Sandals,Women,Michael’s fashion store,820.8,1067.04,"https://assets.hermes.com/is/image/hermesproduct/262008Z%20C9_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=715&demo=0
716,"Noa 95 sandal, Beige",Sandals,Women,Michael’s fashion store,921.6,1198.08,"https://assets.hermes.com/is/image/hermesproduct/262099Z%2020_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=716&demo=0
717,"Noria sandal, Red",Sandals,Women,Michael’s fashion store,662.4,861.12,"https://assets.hermes.com/is/image/hermesproduct/262092Z%20L1_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=717&demo=0
718,"Naos sandal, Black",Sandals,Women,Michael’s fashion store,820.8,1067.04,"https://assets.hermes.com/is/image/hermesproduct/262131Z%2002_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=718&demo=0
719,"Lipari 70 sandal, Bl",Sandals,Women,Michael’s fashion store,662.4,861.12,"https://assets.hermes.com/is/image/hermesproduct/252141Z%2002_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=800&hei=800",https://namshiglobalstore.com/product-detail?id=719&demo=0
720,"Lagune sandal, White",Sandals,Women,Michael’s fashion store,604.8,786.24,"https://assets.hermes.com/is/image/hermesproduct/252138Z%2090_front_wm_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=400&hei=400",https://namshiglobalstore.com/product-detail?id=720&demo=0
721,VENTIUP Women Long S,Women's Dresses,Women,Michael’s fashion store,621.77,808.3,https://f.nooncdn.com/p/pzsku/ZE83602F0457F6E7B0D05Z/45/_/1676977048/3ad3da9c-aa70-4f2d-971b-4c9f7ff6d233.jpg?width=800,https://namshiglobalstore.com/product-detail?id=721&demo=0
722,Deal GIVENCHY Women,Party Dresses,Women,Michael’s fashion store,920.68,1196.88,https://f.nooncdn.com/p/pzsku/ZD8B87EE43746343B9869Z/45/1767799902/2bb12b27-01db-478e-a2c3-ade972febbff.jpg?width=800,https://namshiglobalstore.com/product-detail?id=722&demo=0
723,"""L'Enseigne du Selli",Knitwear and twillaines,Women,Michael’s fashion store,1555.2,2021.76,"https://assets.hermes.com/is/image/hermesproduct/6H2737D6A3_worn_1?size=3000,3000&extend=0,0,0,0&align=0,0&$product_item_grid_g$&wid=800&hei=800",https://namshiglobalstore.com/product-detail?id=723&demo=0
724,Samsung 11Kg Front l,Samsung,"Home Improvement, Washing Machines",LuxeNest Luxury,300.0,390.0,https://f.nooncdn.com/p/pzsku/Z4FA9FCC07E6F8EE697F7Z/45/_/1772091266/841cdf16-a8e6-4783-b510-51544004fd78.jpg?width=800,https://namshiglobalstore.com/product-detail?id=724&demo=0
725,12Kg Front Load Wash,Washing Machine,"Home Improvement, Washing Machines",LuxeNest Luxury,776.98,1010.07,https://f.nooncdn.com/p/pzsku/ZF24622281B7A77A0EC41Z/45/_/1782820587/d4b4db01-4751-4495-bf6f-04d27995d350.jpg?width=800,https://namshiglobalstore.com/product-detail?id=725&demo=0
726,Hedgren Rush RFID Cr,Hedgren Rush,,LuxeNest Luxury,399.06,518.78,https://f.nooncdn.com/p/pzsku/Z8F4286811653A0CBB6F3Z/45/_/1778246994/b7f91eac-4aee-4c5c-b782-8d5152d43eeb.jpg?width=800,https://namshiglobalstore.com/product-detail?id=726&demo=0
